Time [s],Can H,Can L
27.742493322,2.6,2.595
27.742493342,2.6,2.595
27.742493362,2.6,2.59
27.742493382,2.605,2.595
27.742493402,2.611,2.595
27.742493422,2.611,2.6
27.742493442,2.611,2.6
27.742493462,2.605,2.6
27.742493482,2.6,2.595
27.742493502,2.6,2.595
27.742493522,2.605,2.595
27.742493542,2.605,2.6
27.742493562,2.605,2.6
27.742493582,2.6,2.595
27.742493602,2.6,2.595
27.742493622,2.605,2.595
27.742493642,2.605,2.6
27.742493662,2.611,2.6
27.742493682,2.605,2.605
27.742493702,2.605,2.605
27.742493722,2.611,2.6
27.742493742,2.611,2.6
27.742493762,2.611,2.6
27.742493782,2.611,2.605
27.742493802,2.605,2.605
27.742493822,2.605,2.6
27.742493842,2.605,2.605
27.742493862,2.611,2.605
27.742493882,2.611,2.605
27.742493902,2.616,2.6
27.742493922,2.631,2.585
27.742493942,2.688,2.533
27.742493962,2.816,2.42
27.742493982,3.027,2.223
27.742494002,3.274,1.965
27.742494022,3.479,1.713
27.742494042,3.577,1.547
27.742494062,3.572,1.496
27.742494082,3.525,1.522
27.742494102,3.505,1.558
27.742494122,3.51,1.568
27.742494142,3.525,1.553
27.742494162,3.536,1.542
27.742494182,3.541,1.553
27.742494202,3.546,1.573
27.742494222,3.551,1.584
27.742494242,3.541,1.573
27.742494262,3.531,1.558
27.742494282,3.525,1.547
27.742494302,3.531,1.547
27.742494322,3.546,1.558
27.742494342,3.551,1.563
27.742494362,3.546,1.558
27.742494382,3.546,1.553
27.742494402,3.546,1.553
27.742494422,3.556,1.558
27.742494442,3.561,1.568
27.742494462,3.556,1.568
27.742494482,3.551,1.563
27.742494502,3.546,1.558
27.742494522,3.551,1.558
27.742494542,3.556,1.563
27.742494562,3.556,1.568
27.742494582,3.556,1.563
27.742494602,3.551,1.558
27.742494622,3.546,1.558
27.742494642,3.551,1.558
27.742494662,3.551,1.563
27.742494682,3.551,1.563
27.742494702,3.546,1.558
27.742494722,3.546,1.558
27.742494742,3.546,1.553
27.742494762,3.546,1.558
27.742494782,3.546,1.558
27.742494802,3.546,1.558
27.742494822,3.546,1.553
27.742494842,3.546,1.553
27.742494862,3.546,1.558
27.742494882,3.546,1.563
27.742494902,3.546,1.563
27.742494922,3.546,1.558
27.742494942,3.546,1.558
27.742494962,3.546,1.553
27.742494982,3.541,1.553
27.742495002,3.541,1.553
27.742495022,3.541,1.553
27.742495042,3.546,1.553
27.742495062,3.546,1.558
27.742495082,3.546,1.563
27.742495102,3.546,1.558
27.742495122,3.541,1.558
27.742495142,3.541,1.553
27.742495162,3.541,1.553
27.742495182,3.546,1.553
27.742495202,3.546,1.558
27.742495222,3.551,1.558
27.742495242,3.551,1.558
27.742495262,3.546,1.558
27.742495282,3.546,1.558
27.742495302,3.546,1.553
27.742495322,3.546,1.553
27.742495342,3.546,1.553
27.742495362,3.546,1.553
27.742495382,3.546,1.558
27.742495402,3.546,1.558
27.742495422,3.546,1.558
27.742495442,3.551,1.558
27.742495462,3.551,1.558
27.742495482,3.551,1.558
27.742495502,3.551,1.558
27.742495522,3.551,1.558
27.742495542,3.551,1.558
27.742495562,3.556,1.563
27.742495582,3.556,1.563
27.742495602,3.556,1.563
27.742495622,3.551,1.558
27.742495642,3.551,1.558
27.742495662,3.556,1.558
27.742495682,3.556,1.563
27.742495702,3.561,1.563
27.742495722,3.556,1.563
27.742495742,3.556,1.558
27.742495762,3.556,1.558
27.742495782,3.556,1.563
27.742495802,3.561,1.563
27.742495822,3.556,1.568
27.742495842,3.556,1.568
27.742495862,3.556,1.563
27.742495882,3.556,1.563
27.742495902,3.546,1.573
27.742495922,3.515,1.604
27.742495942,3.428,1.676
27.742495962,3.274,1.816
27.742495982,3.063,2.022
27.742496002,2.852,2.249
27.742496022,2.708,2.435
27.742496042,2.652,2.538
27.742496062,2.646,2.564
27.742496082,2.641,2.559
27.742496102,2.626,2.554
27.742496122,2.605,2.559
27.742496142,2.6,2.579
27.742496162,2.611,2.595
27.742496182,2.621,2.6
27.742496202,2.621,2.59
27.742496222,2.605,2.579
27.742496242,2.595,2.574
27.742496262,2.595,2.579
27.742496282,2.605,2.59
27.742496302,2.611,2.595
27.742496322,2.611,2.595
27.742496342,2.6,2.59
27.742496362,2.595,2.59
27.742496382,2.6,2.595
27.742496402,2.605,2.6
27.742496422,2.611,2.6
27.742496442,2.605,2.595
27.742496462,2.6,2.59
27.742496482,2.6,2.59
27.742496502,2.605,2.595
27.742496522,2.611,2.6
27.742496542,2.611,2.6
27.742496562,2.605,2.6
27.742496582,2.605,2.595
27.742496602,2.605,2.595
27.742496622,2.605,2.6
27.742496642,2.6,2.595
