Time [s],CAN H,CAN L
214.567581662,2.544,2.512
214.567581682,2.539,2.512
214.567581702,2.539,2.512
214.567581722,2.544,2.512
214.567581742,2.544,2.512
214.567581762,2.544,2.512
214.567581782,2.544,2.512
214.567581802,2.544,2.512
214.567581822,2.539,2.512
214.567581842,2.539,2.512
214.567581862,2.539,2.512
214.567581882,2.539,2.512
214.567581902,2.539,2.518
214.567581922,2.539,2.518
214.567581942,2.539,2.518
214.567581962,2.533,2.518
214.567581982,2.533,2.518
214.567582002,2.533,2.518
214.567582022,2.533,2.518
214.567582042,2.533,2.523
214.567582062,2.533,2.523
214.567582082,2.533,2.523
214.567582102,2.533,2.523
214.567582122,2.533,2.523
214.567582142,2.533,2.523
214.567582162,2.533,2.523
214.567582182,2.533,2.523
214.567582202,2.533,2.523
214.567582222,2.533,2.523
214.567582242,2.533,2.523
214.567582262,2.533,2.523
214.567582282,2.533,2.523
214.567582302,2.533,2.523
214.567582322,2.533,2.523
214.567582342,2.533,2.523
214.567582362,2.539,2.518
214.567582382,2.544,2.512
214.567582402,2.554,2.502
214.567582422,2.58,2.476
214.567582442,2.611,2.445
214.567582462,2.646,2.409
214.567582482,2.693,2.368
214.567582502,2.744,2.316
214.567582522,2.796,2.26
214.567582542,2.857,2.198
214.567582562,2.919,2.131
214.567582582,2.981,2.063
214.567582602,3.042,1.991
214.567582622,3.109,1.924
214.567582642,3.166,1.862
214.567582662,3.222,1.8
214.567582682,3.279,1.744
214.567582702,3.325,1.687
214.567582722,3.371,1.646
214.567582742,3.407,1.604
214.567582762,3.443,1.568
214.567582782,3.474,1.537
214.567582802,3.505,1.511
214.567582822,3.525,1.486
214.567582842,3.546,1.47
214.567582862,3.561,1.455
214.567582882,3.572,1.444
214.567582902,3.587,1.434
214.567582922,3.592,1.424
214.567582942,3.597,1.418
214.567582962,3.603,1.418
214.567582982,3.603,1.413
214.567583002,3.608,1.413
214.567583022,3.608,1.408
214.567583042,3.613,1.408
214.567583062,3.613,1.408
214.567583082,3.613,1.408
214.567583102,3.613,1.408
214.567583122,3.613,1.413
214.567583142,3.608,1.418
214.567583162,3.608,1.418
214.567583182,3.603,1.424
214.567583202,3.603,1.429
214.567583222,3.603,1.429
214.567583242,3.603,1.434
214.567583262,3.597,1.434
214.567583282,3.597,1.439
214.567583302,3.597,1.444
214.567583322,3.597,1.444
214.567583342,3.592,1.449
214.567583362,3.592,1.455
214.567583382,3.587,1.455
214.567583402,3.587,1.455
214.567583422,3.582,1.455
214.567583442,3.582,1.455
214.567583462,3.582,1.455
214.567583482,3.577,1.46
214.567583502,3.577,1.46
214.567583522,3.572,1.465
214.567583542,3.572,1.465
214.567583562,3.572,1.465
214.567583582,3.572,1.465
214.567583602,3.572,1.47
214.567583622,3.572,1.47
214.567583642,3.577,1.47
214.567583662,3.577,1.47
214.567583682,3.577,1.47
214.567583702,3.572,1.47
214.567583722,3.572,1.47
214.567583742,3.567,1.47
214.567583762,3.567,1.47
214.567583782,3.567,1.47
214.567583802,3.567,1.47
214.567583822,3.561,1.47
214.567583842,3.567,1.465
214.567583862,3.567,1.465
214.567583882,3.567,1.47
214.567583902,3.572,1.47
214.567583922,3.572,1.47
214.567583942,3.572,1.47
214.567583962,3.572,1.47
214.567583982,3.572,1.47
214.567584002,3.572,1.47
214.567584022,3.572,1.47
214.567584042,3.572,1.47
214.567584062,3.572,1.47
214.567584082,3.572,1.47
214.567584102,3.572,1.47
214.567584122,3.572,1.465
214.567584142,3.572,1.465
214.567584162,3.572,1.465
214.567584182,3.572,1.465
214.567584202,3.572,1.465
214.567584222,3.572,1.47
214.567584242,3.577,1.47
214.567584262,3.577,1.475
214.567584282,3.577,1.47
214.567584302,3.572,1.47
214.567584322,3.572,1.47
214.567584342,3.567,1.475
214.567584362,3.551,1.486
214.567584382,3.536,1.501
214.567584402,3.51,1.532
214.567584422,3.474,1.568
214.567584442,3.433,1.609
214.567584462,3.387,1.661
214.567584482,3.335,1.713
214.567584502,3.284,1.764
214.567584522,3.227,1.821
214.567584542,3.171,1.878
214.567584562,3.114,1.934
214.567584582,3.063,1.991
214.567584602,3.011,2.048
214.567584622,2.96,2.1
214.567584642,2.914,2.146
214.567584662,2.873,2.192
214.567584682,2.842,2.229
214.567584702,2.806,2.265
214.567584722,2.775,2.291
214.567584742,2.744,2.316
214.567584762,2.724,2.337
214.567584782,2.703,2.352
214.567584802,2.688,2.368
214.567584822,2.677,2.383
214.567584842,2.672,2.394
214.567584862,2.662,2.399
214.567584882,2.652,2.404
214.567584902,2.646,2.409
214.567584922,2.641,2.414
214.567584942,2.641,2.42
214.567584962,2.636,2.42
214.567584982,2.636,2.425
214.567585002,2.631,2.43
214.567585022,2.631,2.43
214.567585042,2.626,2.435
214.567585062,2.621,2.435
214.567585082,2.621,2.44
214.567585102,2.616,2.445
214.567585122,2.611,2.45
214.567585142,2.605,2.45
214.567585162,2.605,2.456
214.567585182,2.6,2.461
214.567585202,2.595,2.466
214.567585222,2.595,2.466
214.567585242,2.59,2.471
214.567585262,2.585,2.476
214.567585282,2.58,2.476
214.567585302,2.575,2.481
214.567585322,2.575,2.487
214.567585342,2.569,2.492
214.567585362,2.569,2.492
214.567585382,2.564,2.497
214.567585402,2.559,2.497
214.567585422,2.559,2.497
214.567585442,2.554,2.497
214.567585462,2.554,2.502
214.567585482,2.554,2.502
214.567585502,2.554,2.502
214.567585522,2.549,2.502
214.567585522,2.549,2.502
214.567585522,2.549,2.502
214.567585522,2.549,2.502
214.567585522,2.549,2.502
214.567585522,2.549,2.502
214.567585522,2.549,2.502
