Time [s],CAN H,CAN L
214.646764602,2.554,2.492
214.646764622,2.554,2.492
214.646764642,2.554,2.492
214.646764662,2.554,2.492
214.646764682,2.554,2.492
214.646764702,2.554,2.497
214.646764722,2.554,2.502
214.646764742,2.554,2.507
214.646764762,2.554,2.507
214.646764782,2.554,2.512
214.646764802,2.559,2.512
214.646764822,2.559,2.512
214.646764842,2.559,2.518
214.646764862,2.564,2.523
214.646764882,2.559,2.528
214.646764902,2.559,2.528
214.646764922,2.559,2.528
214.646764942,2.554,2.528
214.646764962,2.554,2.523
214.646764982,2.549,2.523
214.646765002,2.544,2.518
214.646765022,2.539,2.518
214.646765042,2.533,2.518
214.646765062,2.528,2.518
214.646765082,2.528,2.518
214.646765102,2.523,2.512
214.646765122,2.523,2.512
214.646765142,2.528,2.512
214.646765162,2.528,2.518
214.646765182,2.528,2.518
214.646765202,2.528,2.523
214.646765222,2.533,2.523
214.646765242,2.539,2.528
214.646765262,2.539,2.533
214.646765282,2.544,2.533
214.646765302,2.544,2.533
214.646765322,2.549,2.533
214.646765342,2.549,2.533
214.646765362,2.549,2.538
214.646765382,2.544,2.538
214.646765402,2.539,2.533
214.646765422,2.539,2.528
214.646765442,2.533,2.528
214.646765462,2.533,2.523
214.646765482,2.533,2.523
214.646765502,2.539,2.518
214.646765522,2.554,2.502
214.646765542,2.595,2.456
214.646765562,2.667,2.383
214.646765582,2.77,2.275
214.646765602,2.909,2.136
214.646765622,3.053,1.986
214.646765642,3.207,1.831
214.646765662,3.356,1.682
214.646765682,3.479,1.553
214.646765702,3.577,1.455
214.646765722,3.649,1.393
214.646765742,3.705,1.346
214.646765762,3.747,1.305
214.646765782,3.782,1.274
214.646765802,3.803,1.253
214.646765822,3.808,1.248
214.646765842,3.803,1.259
214.646765862,3.798,1.274
214.646765882,3.788,1.289
214.646765902,3.777,1.3
214.646765922,3.772,1.305
214.646765942,3.767,1.31
214.646765962,3.767,1.305
214.646765982,3.772,1.3
214.646766002,3.782,1.289
214.646766022,3.793,1.274
214.646766042,3.803,1.264
214.646766062,3.813,1.248
214.646766082,3.824,1.238
214.646766102,3.834,1.228
214.646766122,3.844,1.217
214.646766142,3.854,1.212
214.646766162,3.86,1.202
214.646766182,3.865,1.202
214.646766202,3.87,1.197
214.646766222,3.87,1.197
214.646766242,3.87,1.191
214.646766262,3.87,1.197
214.646766282,3.87,1.197
214.646766302,3.865,1.197
214.646766322,3.865,1.197
214.646766342,3.86,1.197
214.646766362,3.86,1.197
214.646766382,3.86,1.197
214.646766402,3.86,1.202
214.646766422,3.854,1.202
214.646766442,3.854,1.202
214.646766462,3.854,1.207
214.646766482,3.854,1.207
214.646766502,3.854,1.207
214.646766522,3.854,1.212
214.646766542,3.854,1.212
214.646766562,3.849,1.212
214.646766582,3.844,1.212
214.646766602,3.844,1.212
214.646766622,3.844,1.212
214.646766642,3.844,1.212
214.646766662,3.844,1.212
214.646766682,3.844,1.212
214.646766702,3.844,1.212
214.646766722,3.844,1.212
214.646766742,3.844,1.217
214.646766762,3.844,1.217
214.646766782,3.844,1.217
214.646766802,3.844,1.217
214.646766822,3.844,1.217
214.646766842,3.844,1.217
214.646766862,3.839,1.217
214.646766882,3.844,1.217
214.646766902,3.844,1.217
214.646766922,3.844,1.217
214.646766942,3.844,1.217
214.646766962,3.849,1.217
214.646766982,3.849,1.217
214.646767002,3.844,1.217
214.646767022,3.844,1.217
214.646767042,3.844,1.217
214.646767062,3.844,1.217
214.646767082,3.844,1.212
214.646767102,3.844,1.212
214.646767122,3.844,1.212
214.646767142,3.844,1.217
214.646767162,3.844,1.217
214.646767182,3.844,1.217
214.646767202,3.844,1.212
214.646767222,3.844,1.212
214.646767242,3.844,1.212
214.646767262,3.844,1.212
214.646767282,3.849,1.212
214.646767302,3.849,1.212
214.646767322,3.844,1.212
214.646767342,3.844,1.212
214.646767362,3.844,1.212
214.646767382,3.844,1.212
214.646767402,3.844,1.212
214.646767422,3.844,1.212
214.646767442,3.839,1.212
214.646767462,3.839,1.212
214.646767482,3.839,1.212
214.646767502,3.839,1.212
214.646767522,3.834,1.217
214.646767542,3.818,1.238
214.646767562,3.782,1.274
214.646767582,3.716,1.341
214.646767602,3.623,1.439
214.646767622,3.52,1.542
214.646767642,3.423,1.646
214.646767662,3.335,1.744
214.646767682,3.243,1.836
214.646767702,3.15,1.94
214.646767722,3.063,2.027
214.646767742,3.006,2.089
214.646767762,2.986,2.115
214.646767782,2.986,2.115
214.646767802,2.975,2.12
214.646767822,2.945,2.141
214.646767842,2.903,2.167
214.646767862,2.868,2.192
214.646767882,2.842,2.198
214.646767902,2.832,2.192
214.646767922,2.832,2.182
214.646767942,2.826,2.177
214.646767962,2.816,2.182
214.646767982,2.806,2.192
214.646768002,2.796,2.203
214.646768022,2.78,2.218
214.646768042,2.77,2.234
214.646768062,2.76,2.254
214.646768082,2.749,2.27
214.646768102,2.739,2.291
214.646768122,2.734,2.306
214.646768142,2.724,2.327
214.646768162,2.718,2.347
214.646768182,2.708,2.363
214.646768202,2.698,2.383
214.646768222,2.688,2.399
214.646768242,2.672,2.409
214.646768262,2.662,2.42
214.646768282,2.646,2.43
214.646768302,2.631,2.435
214.646768322,2.621,2.44
214.646768342,2.605,2.445
214.646768362,2.595,2.45
214.646768382,2.585,2.456
214.646768402,2.58,2.456
214.646768422,2.575,2.461
214.646768442,2.569,2.461
214.646768462,2.564,2.461
214.646768482,2.564,2.466
214.646768502,2.559,2.471
214.646768522,2.559,2.476
214.646768542,2.554,2.476
214.646768562,2.554,2.481
214.646768582,2.554,2.481
