Time [s],CAN H,CAN L
251.031399422,2.461,2.445
251.031399442,2.461,2.45
251.031399462,2.467,2.45
251.031399482,2.467,2.456
251.031399502,2.467,2.456
251.031399522,2.472,2.461
251.031399542,2.472,2.461
251.031399562,2.472,2.461
251.031399582,2.472,2.461
251.031399602,2.472,2.461
251.031399622,2.472,2.461
251.031399642,2.472,2.461
251.031399662,2.472,2.461
251.031399682,2.472,2.461
251.031399702,2.472,2.461
251.031399722,2.472,2.461
251.031399742,2.472,2.461
251.031399762,2.467,2.461
251.031399782,2.467,2.461
251.031399802,2.467,2.461
251.031399822,2.467,2.456
251.031399842,2.467,2.456
251.031399862,2.467,2.456
251.031399882,2.472,2.456
251.031399902,2.487,2.44
251.031399922,2.518,2.409
251.031399942,2.569,2.347
251.031399962,2.652,2.265
251.031399982,2.744,2.162
251.031400002,2.837,2.069
251.031400022,2.914,1.986
251.031400042,2.981,1.924
251.031400062,3.037,1.873
251.031400082,3.089,1.826
251.031400102,3.135,1.775
251.031400122,3.176,1.738
251.031400142,3.212,1.707
251.031400162,3.232,1.692
251.031400182,3.248,1.676
251.031400202,3.253,1.671
251.031400222,3.258,1.666
251.031400242,3.258,1.666
251.031400262,3.263,1.666
251.031400282,3.263,1.666
251.031400302,3.268,1.666
251.031400322,3.268,1.661
251.031400342,3.274,1.656
251.031400362,3.279,1.646
251.031400382,3.284,1.64
251.031400402,3.289,1.635
251.031400422,3.299,1.625
251.031400442,3.31,1.615
251.031400462,3.32,1.604
251.031400482,3.325,1.594
251.031400502,3.335,1.584
251.031400522,3.34,1.578
251.031400542,3.346,1.568
251.031400562,3.356,1.558
251.031400582,3.361,1.553
251.031400602,3.366,1.542
251.031400622,3.371,1.537
251.031400642,3.376,1.537
251.031400662,3.382,1.532
251.031400682,3.382,1.527
251.031400702,3.382,1.527
251.031400722,3.382,1.522
251.031400742,3.387,1.527
251.031400762,3.387,1.527
251.031400782,3.387,1.527
251.031400802,3.387,1.522
251.031400822,3.387,1.522
251.031400842,3.387,1.522
251.031400862,3.387,1.522
251.031400882,3.387,1.522
251.031400902,3.387,1.522
251.031400922,3.387,1.522
251.031400942,3.382,1.522
251.031400962,3.382,1.522
251.031400982,3.382,1.522
251.031401002,3.382,1.527
251.031401022,3.376,1.527
251.031401042,3.382,1.527
251.031401062,3.382,1.527
251.031401082,3.382,1.527
251.031401102,3.382,1.522
251.031401122,3.382,1.522
251.031401142,3.382,1.522
251.031401162,3.382,1.522
251.031401182,3.382,1.522
251.031401202,3.376,1.522
251.031401222,3.376,1.522
251.031401242,3.376,1.522
251.031401262,3.376,1.522
251.031401282,3.382,1.522
251.031401302,3.382,1.527
251.031401322,3.382,1.527
251.031401342,3.376,1.522
251.031401362,3.376,1.522
251.031401382,3.376,1.522
251.031401402,3.376,1.522
251.031401422,3.376,1.522
251.031401442,3.376,1.522
251.031401462,3.376,1.522
251.031401482,3.376,1.522
251.031401502,3.376,1.517
251.031401522,3.376,1.517
251.031401542,3.376,1.517
251.031401562,3.376,1.517
251.031401582,3.376,1.517
251.031401602,3.376,1.517
251.031401622,3.376,1.517
251.031401642,3.371,1.522
251.031401662,3.371,1.522
251.031401682,3.376,1.522
251.031401702,3.376,1.522
251.031401722,3.371,1.522
251.031401742,3.371,1.522
251.031401762,3.371,1.522
251.031401782,3.371,1.522
251.031401802,3.371,1.522
